Status Effective,Account Holder,Quantity of Credits,Retirement Reason,Retirement Reason Details,Credit Serial Numbers,Vintage,Date Issued (GMT),Verified Removal,CORSIA Eligible,ARB Eligible,Sustainable Development Goal(s),Project ID,Project Name,Project Site Country,Project Site Location,Project Site State,Project Type,Project Methodology/Protocol,Methodology/Protocol Version
7/29/2008,Commonwealth Resource Management Corporation,30,Retail Program Requirements,Retirement on behalf of EBH1217345965O344-6 - Dustin Platter,ACR-US-119-2005-165-120115235 to 120115264,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/27/2008,Commonwealth Resource Management Corporation,30,Retail Program Requirements,Retirement on behalf of EBH1217202200O343-6 - Lt. Scott M. Hook,ACR-US-119-2005-165-120115205 to 120115234,2005,1/6/2006,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/27/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1217177530O374-4 - William Carry,ACR-US-119-2004-164-119924383 to 119924392,2004,12/21/2005,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/26/2008,Commonwealth Resource Management Corporation,9,Retail Program Requirements,Retirement on behalf of EBH1217115623O342-7 - Morgan Family,ACR-US-119-2004-164-119924563 to 119924571,2004,12/21/2005,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/26/2008,Commonwealth Resource Management Corporation,31,Retail Program Requirements,Retirement on behalf of EBH1217115623O342-7 - Morgan Family,ACR-US-119-2004-164-119968572 to 119968602,2004,12/21/2005,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/22/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1216752844O373-4 - Brendan Foley,ACR-US-119-2004-164-119924373 to 119924382,2004,12/21/2005,,No,No,,ACR597,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/21/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1216677700O372-4 - THE LIVINGSTON LAW FIRM,ACR-US-119-2004-164-119924363 to 119924372,2004,12/21/2005,,No,No,,ACR598,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/15/2008,Commonwealth Resource Management Corporation,70,Retail Program Requirements,Retirement on behalf of FGW1216127990O371-7 - Carol Ciavonne,ACR-US-119-2004-164-119924223 to 119924292,2004,12/21/2005,,No,No,,ACR598,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/15/2008,Commonwealth Resource Management Corporation,70,Retail Program Requirements,Retirement on behalf of FGW1216127990O371-6 - Carol Ciavonne,ACR-US-119-2004-164-119924293 to 119924362,2004,12/21/2005,,No,No,,ACR598,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/15/2008,Commonwealth Resource Management Corporation,30,Retail Program Requirements,Retirement on behalf of EBH1216147806O341-6 - Livity Outernational,ACR-US-119-2004-164-119924533 to 119924562,2004,12/21/2005,,No,No,,ACR598,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/14/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1216019033O340-4 - Elcin Kaleli,ACR-US-119-2004-164-119924523 to 119924532,2004,12/21/2005,,No,No,,ACR598,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/3/2008,Commonwealth Resource Management Corporation,100,Retail Program Requirements,Retirement on behalf of EBH1215109649O338-9 - Citizens for John Olver for Congress,ACR-US-119-2004-164-119924393 to 119924492,2004,12/21/2005,,No,No,,ACR598,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
7/3/2008,Commonwealth Resource Management Corporation,30,Retail Program Requirements,Retirement on behalf of EBH1215116057O339-6 - Isabel Friedenzohn,ACR-US-119-2004-164-119924493 to 119924522,2004,12/21/2005,,No,No,,ACR598,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/26/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1214511991O370-5 - Nation Boone Family,ACR-US-119-2004-164-119924203 to 119924222,2004,12/21/2005,,No,No,,ACR598,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/25/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1214408510O369-4 - Blandine,ACR-US-119-2004-164-119924193 to 119924202,2004,12/21/2005,,No,No,,ACR598,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/24/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1214333022O368-4 - kathleen lehn,ACR-US-119-2004-164-119924183 to 119924192,2004,12/21/2005,,No,No,,ACR598,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/22/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1214165386O367-5 - Elsa May,ACR-US-119-2004-164-119924163 to 119924182,2004,12/21/2005,,No,No,,ACR604,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/21/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1214065962O365-5 - Karen Bird,ACR-US-119-2004-164-119924123 to 119924142,2004,12/21/2005,,No,No,,ACR604,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/21/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1214068474O366-5 - Alex Hebert,ACR-US-119-2004-164-119924143 to 119924162,2004,12/21/2005,,No,No,,ACR604,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/20/2008,CoolClimate LLC,12164,Environmental Benefit,,ACR-US-163-2006-288-193065935 to 193078098,2006,4/10/2007,,No,No,,ACR606,Des Plaines LFG to Energy,US,"Cook County, IL",ILLINOIS,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/20/2008,Commonwealth Resource Management Corporation,30,Retail Program Requirements,Retirement on behalf of FGW1213984430O364-6 - Nana and Papa Zimbel,ACR-US-119-2004-164-119924093 to 119924122,2004,12/21/2005,,No,No,,ACR606,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/15/2008,Commonwealth Resource Management Corporation,40,Retail Program Requirements,Retirement on behalf of EBH1213583398O337-7 - Beth Knifer & Thomas Brex,ACR-US-119-2004-164-119924053 to 119924092,2004,12/21/2005,,No,No,,ACR606,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/15/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1213554119O363-4 - Jon Stadt,ACR-US-119-2004-164-119923943 to 119923952,2004,12/21/2005,,No,No,,ACR606,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/13/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1213365147O362-5 - Eric and Robyn Weber,ACR-US-119-2004-164-119923923 to 119923942,2004,12/21/2005,,No,No,,ACR606,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/7/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1212848095O361-4 - Lisa Sullivan,ACR-US-119-2004-164-119923913 to 119923922,2004,12/21/2005,,No,No,,ACR606,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
6/3/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1212542623O360-4 - David Snider,ACR-US-119-2004-164-119923903 to 119923912,2004,12/21/2005,,No,No,,ACR606,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/29/2008,Commonwealth Resource Management Corporation,50,Retail Program Requirements,Retirement on behalf of FGW1212102062O359-9 - Sung-Shim Kim,ACR-US-119-2004-164-119923853 to 119923902,2004,12/21/2005,,No,No,,ACR606,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/28/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1212022002O331-4 - Ian Bardwell & Yve Pauli,ACR-US-119-2004-164-119924043 to 119924052,2004,12/21/2005,,No,No,,ACR606,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/26/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1211849913O329-4 - Yve Pauli and Ian Bardwell,ACR-US-119-2004-164-119924013 to 119924022,2004,12/21/2005,,No,No,,ACR617,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/26/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of EBH1211856051O330-5 - Ian Bardwell and Yve Pauli,ACR-US-119-2004-164-119924023 to 119924042,2004,12/21/2005,,No,No,,ACR620,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/25/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1211721299O328-4 - Ian Bardwell and Yve Pauli,ACR-US-119-2004-164-119924003 to 119924012,2004,12/21/2005,,No,No,,ACR620,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/23/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1211560187O358-4 - Annie Ludlow,ACR-US-119-2004-164-119923843 to 119923852,2004,12/21/2005,,No,No,,ACR621,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/22/2008,Environmental Capital LLC,2500,On Behalf of Third Party,"Retirement on behalf of JetOffsets, Inc.",ACR-US-164-2004-283-202545208 to 202547707,2004,2/11/2008,,No,No,,ACR621,DANC,US,"Rodman, NY",NEW YORK,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/22/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1211499559O327-4 - Ian Bardwell & Yve Pauli,ACR-US-119-2004-164-119923993 to 119924002,2004,12/21/2005,,No,No,,ACR621,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/21/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1211419429O356-4 - P.J. Sullivan,ACR-US-119-2004-164-119923823 to 119923832,2004,12/21/2005,,No,No,,ACR621,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/21/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1211419477O357-4 - P.J. Sullivan,ACR-US-119-2004-164-119923833 to 119923842,2004,12/21/2005,,No,No,,ACR621,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/21/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1211388626O326-4 - Lauren Buchanan,ACR-US-119-2004-164-119923983 to 119923992,2004,12/21/2005,,No,No,,ACR621,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/20/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1211307848O355-5 - The Noahs,ACR-US-119-2004-164-119923803 to 119923822,2004,12/21/2005,,No,No,,ACR621,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/18/2008,Commonwealth Resource Management Corporation,30,Retail Program Requirements,Retirement on behalf of FGW1211114122O353-6 - Chellie Pingree,ACR-US-119-2004-164-119923763 to 119923792,2004,12/21/2005,,No,No,,ACR622,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/18/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1211142951O354-4 - Alissa Newton,ACR-US-119-2004-164-119923793 to 119923802,2004,12/21/2005,,No,No,,ACR622,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/16/2008,Commonwealth Resource Management Corporation,40,Retail Program Requirements,Retirement on behalf of FGW1210940314O352-7 - Maris Abelson,ACR-US-119-2004-164-119923723 to 119923762,2004,12/21/2005,,No,No,,ACR622,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/11/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of FGW1210523726O351-5 - Ann Eldridge,ACR-US-119-2004-164-119923703 to 119923722,2004,12/21/2005,,No,No,,ACR622,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/11/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of EBH1210513187O324-4 - Kandy Hutman,ACR-US-119-2004-164-119923973 to 119923982,2004,12/21/2005,,No,No,,ACR622,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/9/2008,Commonwealth Resource Management Corporation,10,Retail Program Requirements,Retirement on behalf of FGW1210391477O350-4 - Jared Daniel Hahn,ACR-US-119-2004-164-119923693 to 119923702,2004,12/21/2005,,No,No,,ACR622,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/6/2008,Commonwealth Resource Management Corporation,20,Retail Program Requirements,Retirement on behalf of EBH1210081646O323-5 - Karen Sandler,ACR-US-119-2004-164-119923953 to 119923972,2004,12/21/2005,,No,No,,ACR622,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
5/6/2008,Commonwealth Resource Management Corporation,19921,On Behalf of Third Party,"Retirement on behalf of BGL Group, Ltd.",ACR-US-119-2007-168-205013659 to 205033579,2007,4/22/2008,,No,No,,ACR622,North Country LFG,US,Bethlehem,NEW HAMPSHIRE,Landfill Gas Capture & Combustion,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",Version 1.0
